review,rating,date,bank,source
Très bonne application. Prière par contre revoir la demande de chéquier via l'application. Depuis plus de 6 mois maintenant ma requête est toujours en cours de traitement alors que mon gestionnaire me dit n'avoir reçu aucune notification.,4,2023-01-11,Bank of Abyssinia,Google Play
un grand bugg sur l'application aujourdhui avec plusieurs debits automatiques suite à la requete d'une seule transaction transfer cash. Ceci necessite des tests approfondis.,1,2023-01-11,Bank of Abyssinia,Google Play
Bonne application mais des fois tarde à mettre à jour les transactions. il devrait y avoir une option pour relevé dans l'application,4,2023-01-10,Bank of Abyssinia,Google Play
very useful service!,5,2023-01-06,Bank of Abyssinia,Google Play
très fiable,4,2023-01-05,Bank of Abyssinia,Google Play
les transactions au bout des doigts. Facile à utiliser et marche sans aucun problème jusqu'à présent,5,2023-01-03,Bank of Abyssinia,Google Play
good apk,4,2023-01-02,Bank of Abyssinia,Google Play
L'ancienne version est mieux que celle-là. Je n'arrive même pas à mes connectés. Shame! Est honteux une banque comme Boa. Le service devient de plus en plus médiocre. Améliorez vos services sinon vos risquez de perdre des clients de haut niveau. Merci,1,2023-01-01,Bank of Abyssinia,Google Play
plus performant que celle d'avant,4,2022-12-28,Bank of Abyssinia,Google Play
"Useless. You don't even deserve 1 star. Shame on you. Since the first day, it has never worked. I am tired of your false promises. Switching to another bank.",1,2022-12-15,Bank of Abyssinia,Google Play
"Shameful app! Can't even login because the input bounces all over the place. I'm an app developer my self, from one developer to another: this is not acceptable!",1,2022-12-01,Bank of Abyssinia,Google Play
Simple que l'empreinte ne marche plus avec cette nouvelle version. Et je me suis déconecté par hasard et mon identifiant n'est plus revenu,3,2022-11-19,Bank of Abyssinia,Google Play
Misy olona miantso ahy amin'ny finday hoe mila ovana an'ity ilay myboa efa ampiasaiko ato. Mitovy ihany ve ireo sa samy hafa. Misaotra izay afaka mamaly,4,2022-11-09,Bank of Abyssinia,Google Play
Bug de l'application. Temps de réception du code d'activation très long (reçu le code après 20 minutes). Impossible de rentrer mon numéro de téléphone (j'ai dû le faire depuis le site).,2,2022-11-08,Bank of Abyssinia,Google Play
I lost my old phone number so now i have issue to get in my account . It isn't another option to use . But i used my phone and my email to create the account,2,2022-11-05,Bank of Abyssinia,Google Play
Have an issue with my rooted phone. Is there a bypass solution for rooted phone users. The Magisk app doesn't help anymore like this was with the former app. Thanks,1,2022-10-18,Bank of Abyssinia,Google Play
Crash crash and crash very bad app,1,2022-09-27,Bank of Abyssinia,Google Play
Geniale,4,2022-09-27,Bank of Abyssinia,Google Play
Lot of bugs.,1,2022-09-15,Bank of Abyssinia,Google Play
Am trying it,1,2022-09-03,Bank of Abyssinia,Google Play
"User-friendly interface, everything is much easier to find. And it's faster than the previous, really appreciate, great job.",5,2022-09-02,Bank of Abyssinia,Google Play
Alaye,1,2022-08-31,Bank of Abyssinia,Google Play
It is nice,5,2022-08-31,Bank of Abyssinia,Google Play
c est super bon,5,2022-08-31,Bank of Abyssinia,Google Play
Tena tsara mahafianaritra. Mankasitraka,5,2022-08-30,Bank of Abyssinia,Google Play
This new version is really easy to be used. I didn't have any problem to retrieve my account. Just set up the information you used on the old version and you should be fine to use the new one.,5,2022-08-30,Bank of Abyssinia,Google Play
"J'ai fait entrer mon Digital ID et la date d'expiration puis j'appuie sur OK. Il me sort un message box ""Client introuvable"". Alors que ce sont mes identifiants avec l'ancienne version.",1,2022-08-20,Bank of Abyssinia,Google Play
user not found,1,2022-08-19,Bank of Abyssinia,Google Play
Trop de bugs! Application très instable,1,2022-06-27,Bank of Abyssinia,Google Play
"L'application ne marche même pas.. toujours ""client introuvable"".. j'ai bien vérifié le DIGITAL ID. c'est en anglais..mon téléphone en anglais aussi ..et l'application me dit ""client introuvable"" 🙄 . Rien ne marche.. j'ai déjà utilisé l'ancienne application.. ça a toujours marché jusqu'à ce que j'ai changé de téléphone. Galère...",1,2022-06-16,Bank of Abyssinia,Google Play
Impossible de se connecter avec le digital id ou l'identifiant 😑,1,2022-05-21,Bank of Abyssinia,Google Play
Very bas experience Developpers of this app are not ready,1,2022-04-08,Bank of Abyssinia,Google Play
"I do not receive the SMS to activate so now I am stuck. Even though my ID, expiry is set and the mobile number is correct and active. Not happy at all.",1,2022-02-03,Bank of Abyssinia,Google Play
Not usable - (Error: Client introuvable). Double checked Digital ID and exp. date with bank,1,2022-01-15,Bank of Abyssinia,Google Play
Very good app. I really appreciate. It's soft and easy to use.,4,2021-11-17,Bank of Abyssinia,Google Play
Works well,5,2021-10-06,Bank of Abyssinia,Google Play
The bank is nice only that they dont have many branches in benin,5,2021-07-22,Bank of Abyssinia,Google Play
"Crash, crash, crash and crash again. Tried on 4 different phones. Crashed even on an octa-core with 3 gigs of RAM. Deserve a zero but unfortunately 1 is the minimum value available.",1,2021-04-26,Bank of Abyssinia,Google Play
